"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Age group (product.metafields.shopify.age-group)","Closure type (product.metafields.shopify.closure-type)","Color (product.metafields.shopify.color-pattern)","Footwear material (product.metafields.shopify.footwear-material)","Heel height type (product.metafields.shopify.heel-height-type)","Occasion style (product.metafields.shopify.occasion-style)","Shoe size (product.metafields.shopify.shoe-size)","Target gender (product.metafields.shopify.target-gender)","Toe style (product.metafields.shopify.toe-style)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"moah-crystal-heel-mesh-slingback-pump","","","","","","","","Color","Beige | بيج","","Size","37","","","","","MOAH-CRYSTALHEELMESHSLINGBACKPUMP-BEIGE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Beige | بيج","","","","37","","","","kg","","","draft"
"moah-crystal-heel-mesh-slingback-pump","","","","","","","","Color","Beige | بيج","","Size","38","","","","","MOAH-CRYSTALHEELMESHSLINGBACKPUMP-BEIGE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Beige | بيج","","","","38","","","","kg","","","draft"
"moah-crystal-heel-mesh-slingback-pump","","","","","","","","Color","Beige | بيج","","Size","39","","","","","MOAH-CRYSTALHEELMESHSLINGBACKPUMP-BEIGE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Beige | بيج","","","","39","","","","kg","","","draft"
"moah-crystal-heel-mesh-slingback-pump","","","","","","","","Color","Beige | بيج","","Size","40","","","","","MOAH-CRYSTALHEELMESHSLINGBACKPUMP-BEIGE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Beige | بيج","","","","40","","","","kg","","","draft"
"moah-crystal-heel-mesh-slingback-pump","","","","","","","","Color","Beige | بيج","","Size","41","","","","","MOAH-CRYSTALHEELMESHSLINGBACKPUMP-BEIGE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Beige | بيج","","","","41","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","MOAH Crystal Mesh Slingback Heel | حذاء سلينغ باك شبكي من MOAH مرصع بالكريستال","<div><h3>MOAH Crystal Mesh Slingback Heel</h3><p>A refined evening heel designed with a crystal-studded mesh upper and a graceful slingback silhouette.</p><ul><li>Pointed-toe slingback profile.</li><li>Light mesh upper with crystal embellishment.</li><li>Elegant high heel for evening styling.</li><li>Available in black, white, and beige.</li></ul></div> | <div><p>حذاء كعب نسائي فاخر من MOAH بتصميم شبكي أسود مرصع بالكريستال، يجمع بين الحضور الأنيق واللمسة المسائية الراقية.</p><ul><li>تصميم مفتوح بكعب رفيع وحزام خلفي مريح.</li><li>مقدمة مدببة تمنح الإطلالة طابعاً أنثوياً راقياً.</li><li>تفاصيل كريستالية لامعة فوق خامة شبكية خفيفة.</li><li>مناسب للسهرات، المناسبات، والإطلالات الفاخرة.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","women heels, slingback heel, crystal heel, mesh heel, pointed toe, evening shoes, luxury footwear, MOAH, black, white, beige","FALSE","Color","black","","Size","37","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BLACK-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-crystal-mesh-slingback-heel/01-side-left.jpg","1","MOAH Crystal Mesh Slingback Heel - 01-side-left | حذاء سلينغ باك شبكي من MOAH مرصع بالكريستال - 01-side-left","FALSE","MOAH Crystal Mesh Slingback Heel | Luxury Women's Heels | حذاء سلينغ باك شبكي من MOAH مرصع بالكريستال | أحذية نسائية فاخرة","A luxury MOAH crystal mesh slingback heel with a pointed toe, sparkling embellishment, and elegant evening silhouette in black, white, and beige. | اكتشفي حذاء MOAH الشبكي المرصع بالكريستال بكعب أنيق ومقدمة مدببة، متوفر بألوان الأسود والأبيض والبيج لإطلالة مسائية فاخرة.","Adult","Slingback | سلينغ باك","black","Mesh; Textile; Synthetic | شبك؛ نسيج؛ خامة صناعية","High heel | كعب عال","Evening; Party; Wedding | سهرة؛ حفلات؛ زفاف","37","Female | نساء","Pointed toe | مقدمة مدببة","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","black","","Size","38","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BLACK-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-crystal-mesh-slingback-heel/02-top-3q-front.jpg","2","MOAH Crystal Mesh Slingback Heel - 02-top-3q-front | حذاء سلينغ باك شبكي من MOAH مرصع بالكريستال - 02-top-3q-front","","","","","","black","","","","38","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","black","","Size","39","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BLACK-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-crystal-mesh-slingback-heel/03-side-right.jpg","3","MOAH Crystal Mesh Slingback Heel - 03-side-right | حذاء سلينغ باك شبكي من MOAH مرصع بالكريستال - 03-side-right","","","","","","black","","","","39","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","black","","Size","40","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BLACK-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","40","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","black","","Size","41","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BLACK-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","41","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","white","","Size","37","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-WHITE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","37","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","white","","Size","38","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-WHITE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","38","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","white","","Size","39","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-WHITE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","39","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","white","","Size","40","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-WHITE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","40","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","white","","Size","41","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-WHITE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","41","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","beige","","Size","37","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BEIGE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","37","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","beige","","Size","38","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BEIGE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","38","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","beige","","Size","39","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BEIGE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","39","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","beige","","Size","40","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BEIGE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","40","","","","kg","","","draft"
"moah-crystal-mesh-slingback-heel","","","","","","","","Color","beige","","Size","41","","","","","MOAH-CRYSTALMESHSLINGBACKHEEL-BEIGE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","41","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","MOAH Embroidered Mesh Slingback Heel | صندل شبكي مطرز من MOAH بحزام خلفي","<div><h3>MOAH Embroidered Mesh Slingback Heel</h3><p>A sophisticated slingback sandal with embroidered mesh detailing and a sculpted high heel for elevated occasion dressing.</p><ul><li>Square open toe and elastic slingback strap.</li><li>Sheer embroidered mesh upper with decorative starburst pattern.</li><li>Sculpted high heel with premium finish.</li><li>Available in black, white, and beige.</li></ul></div> | <div><p>صندل كعب نسائي فاخر من MOAH بتصميم شبكي شفاف وتطريز نجمي أنيق، يمنح الإطلالة لمسة ناعمة وراقية.</p><ul><li>مقدمة مربعة مفتوحة بتصميم عصري ومريح.</li><li>خامة شبكية شفافة مع تطريز زخرفي بارز بتفاصيل لامعة.</li><li>حزام خلفي مرن وكعب مرتفع منحوت بقاعدة ذهبية.</li><li>مناسب للسهرات، المناسبات الخاصة، والإطلالات الفاخرة.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","women heels, mesh heel, embroidered heel, slingback heel, square toe, evening sandals, luxury footwear, MOAH, black, white, beige","FALSE","Color","black","","Size","37","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BLACK-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-embroidered-mesh-slingback-heel/01-side-left.jpg","1","MOAH Embroidered Mesh Slingback Heel - 01-side-left | صندل شبكي مطرز من MOAH بحزام خلفي - 01-side-left","FALSE","MOAH Embroidered Mesh Slingback Heel | Luxury Women's Sandals | صندل شبكي مطرز من MOAH بحزام خلفي | أحذية نسائية فاخرة","A luxury MOAH embroidered mesh slingback heel with a square toe, sheer embroidered upper, and sculpted high heel in black, white, and beige. | اكتشفي صندل MOAH الشبكي المطرز بتصميم أنيق ومقدمة مربعة وكعب مرتفع، متوفر بألوان الأسود والأبيض والبيج ومقاسات من 37 إلى 41.","Adult","Slingback | حزام خلفي","black","Mesh; Textile; Synthetic; Embroidery | شبك؛ نسيج؛ خامة صناعية؛ تطريز","High heel | كعب عال","Evening; Party; Wedding | سهرة؛ حفلات؛ زفاف","37","Female | نساء","Square toe | مقدمة مربعة","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","black","","Size","38","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BLACK-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-embroidered-mesh-slingback-heel/02-top-3q-front.jpg","2","MOAH Embroidered Mesh Slingback Heel - 02-top-3q-front | صندل شبكي مطرز من MOAH بحزام خلفي - 02-top-3q-front","","","","","","black","","","","38","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","black","","Size","39","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BLACK-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-embroidered-mesh-slingback-heel/03-side-right.jpg","3","MOAH Embroidered Mesh Slingback Heel - 03-side-right | صندل شبكي مطرز من MOAH بحزام خلفي - 03-side-right","","","","","","black","","","","39","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","black","","Size","40","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BLACK-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","40","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","black","","Size","41","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BLACK-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","41","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","white","","Size","37","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-WHITE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","37","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","white","","Size","38","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-WHITE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","38","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","white","","Size","39","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-WHITE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","39","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","white","","Size","40","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-WHITE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","40","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","white","","Size","41","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-WHITE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","41","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","beige","","Size","37","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BEIGE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","37","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","beige","","Size","38","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BEIGE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","38","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","beige","","Size","39","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BEIGE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","39","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","beige","","Size","40","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BEIGE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","40","","","","kg","","","draft"
"moah-embroidered-mesh-slingback-heel","","","","","","","","Color","beige","","Size","41","","","","","MOAH-EMBROIDEREDMESHSLINGBACKHEEL-BEIGE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","41","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","MOAH Rhinestone Mesh Mule Heel | حذاء مول بكعب من MOAH مزين بشبك الراينستون","<div><h3>MOAH Rhinestone Mesh Mule Heel</h3><p>A polished open-toe mule heel crafted for refined evening looks, designed with a metallic finish and a wide rhinestone mesh vamp that catches the light beautifully.</p><ul><li>Open square-toe mule silhouette with an elegant open back.</li><li>Dense rhinestone mesh vamp with a scalloped upper edge.</li><li>Metallic silver and gold colorways for versatile occasion styling.</li><li>Sculpted low-to-mid heel with a glossy sole rim and padded insole feel.</li><li>Ideal for evenings, weddings, parties, and premium occasion wear.</li></ul></div> | <div><h3>حذاء مول بكعب من MOAH مزين بشبك الراينستون</h3><p>تصميم مفتوح فاخر يمنح الإطلالة لمسة لامعة وراقية، مع تشطيب معدني وشبك عريض مرصع بالراينستون يعكس الضوء بأسلوب أنثوي أنيق.</p><ul><li>قصة مول مفتوحة من الخلف مع مقدمة مربعة مفتوحة.</li><li>شبك عريض مرصع بكثافة بأحجار الراينستون وحافة علوية ناعمة.</li><li>متوفر بدرجتي الفضي والذهبي لإطلالات متعددة.</li><li>كعب منحوت منخفض إلى متوسط مع حافة نعل لامعة وبطانة مبطنة المظهر.</li><li>مناسب للسهرات، حفلات الزفاف، المناسبات، والإطلالات الفاخرة.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","MOAH, women heels, mule heel, rhinestone heel, mesh heel, square toe, open toe, occasion shoes, luxury footwear, silver, gold, أحذية نسائية, كعب نسائي, مول, راينستون, مقدمة مربعة, فضي, ذهبي","FALSE","Color","Silver | فضي","","Size","37","","","","","MOAH-RHINESTONEMESHMULEHEEL-SILVER-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-mesh-mule-heel/01-side-left.jpg","1","MOAH Rhinestone Mesh Mule Heel in silver - side left view | حذاء مول من MOAH مزين بشبك الراينستون باللون الفضي - منظر جانبي لليسار","FALSE","MOAH Rhinestone Mesh Mule Heel | Luxury Women's Heels | حذاء مول بكعب من MOAH مزين بشبك الراينستون | أحذية نسائية فاخرة","A luxury MOAH open-toe mule heel with metallic silver and gold colorways, a sculpted heel, square toe, and rhinestone mesh vamp for elegant evening styling. | حذاء مول نسائي فاخر من MOAH بتصميم مفتوح من الأمام، مقدمة مربعة، كعب منحوت، وشبك مرصع بالراينستون بدرجتي الفضي والذهبي لإطلالات أنيقة.","Adult","Slip-on | سهل الارتداء","Silver | فضي","Synthetic metallic upper; Mesh; Rhinestones | خامة صناعية معدنية؛ شبك؛ راينستون","Mid heel | كعب متوسط","Evening; Party; Wedding; Occasion | سهرة؛ حفلات؛ زفاف؛ مناسبات","37","Female | نساء","Square open toe | مقدمة مربعة مفتوحة","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Silver | فضي","","Size","38","","","","","MOAH-RHINESTONEMESHMULEHEEL-SILVER-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-mesh-mule-heel/02-top-3q-front.jpg","2","MOAH Rhinestone Mesh Mule Heel in gold - top three-quarter front view | حذاء مول من MOAH مزين بشبك الراينستون باللون الذهبي - منظر علوي أمامي بزاوية","","","","","","Silver | فضي","","","","38","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Silver | فضي","","Size","39","","","","","MOAH-RHINESTONEMESHMULEHEEL-SILVER-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-mesh-mule-heel/03-side-right.jpg","3","MOAH Rhinestone Mesh Mule Heel in silver - side right view | حذاء مول من MOAH مزين بشبك الراينستون باللون الفضي - منظر جانبي لليمين","","","","","","Silver | فضي","","","","39","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Silver | فضي","","Size","40","","","","","MOAH-RHINESTONEMESHMULEHEEL-SILVER-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-mesh-mule-heel/04-lifestyle-reference-style.jpg","4","MOAH Rhinestone Mesh Mule Heel in gold worn on foot - lifestyle studio view | حذاء مول من MOAH مزين بشبك الراينستون باللون الذهبي أثناء الارتداء - صورة ستوديو","","","","","","Silver | فضي","","","","40","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Silver | فضي","","Size","41","","","","","MOAH-RHINESTONEMESHMULEHEEL-SILVER-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Silver | فضي","","","","41","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Gold | ذهبي","","Size","37","","","","","MOAH-RHINESTONEMESHMULEHEEL-GOLD-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Gold | ذهبي","","","","37","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Gold | ذهبي","","Size","38","","","","","MOAH-RHINESTONEMESHMULEHEEL-GOLD-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Gold | ذهبي","","","","38","","","","kg","","","draft"
